Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Label
2.7246685869630136,2.7129342041903124,0.9935017942037772,-4.139175719777144,0.7886523865017905,-1.3959015945790205,-2.6752710696826023,-0.8324240077924863,0.20106451717135046,1.1959206720567026,3
1.3385957052421047,2.6481324865306224,2.8318442532852357,-0.39640137425309285,-0.64602126283955,0.47958559813427026,-4.420105885985302,0.01269243804584863,3.438896955128722,3.602802524217407,3
0.11503517900051896,-2.8287473153286227,0.6276502113144918,-1.5718115224874967,-1.3815434904738446,1.5769351480354075,-2.5100686155364675,1.7430529175578582,0.11997981731891724,1.9741480325917728,0
-2.869175768856718,2.12396519264433,-3.3216422239787553,0.86238409068538,4.242528025452596,-2.0421092065732873,1.3658455270647298,-1.8729314695855384,2.9223113254168194,2.642208499935329,1
1.4663787623896902,-4.619029697922503,1.081542237290156,-0.031237278897028653,-6.0464114471338615,-2.0816197637756377,0.05141433406617768,0.9463827568212086,0.08350528889414759,0.19469252235504642,0
0.694040654080383,-4.2261925066635655,-0.9496438091593562,2.6915354381745984,-8.695065681767955,0.10147648193427472,-4.816589255228202,-1.5006222506741609,-1.3281759413187897,0.6007129606641226,0
1.054136993589195,-0.39218038206155914,-0.09374917461931132,-3.323525455794428,1.2529223522668433,-1.5884077101119416,0.9726952552256382,-1.6221868009430827,-3.2899836683449784,-3.4851031733053848,2
-3.009332317790636,-0.9532853304245741,-0.1736645765415208,1.2048438320259867,-0.26355527411912216,0.28062045998789653,-1.5585499830590082,0.6579608624190786,2.995507301611189,0.16359430055729995,1
-1.0487607124945377,0.7117994571648769,-0.2945414665528432,-1.5602367367882497,1.7460697728866472,0.01604185864615504,1.125347376141634,2.5510819631551804,1.7184753720517012,-0.8058857122839482,2
0.4400693129064498,1.838131577045314,-0.9965083226597559,0.5960332494682037,0.6030806196012621,-0.211615712473051,0.5320773630475404,-0.9720853881622923,-0.745020877102891,-0.3913147314911919,1
1.1026159295289102,0.5926459656416763,-1.9097540281432943,-2.107235351189558,0.9672004337131686,2.538707853163625,-2.7725363177112765,-0.04107572214646593,-2.9156860379387095,1.150567281346154,0
2.0506216925575904,-1.8191353322377937,-3.393967622825543,3.2831191198446437,-11.232659491123124,-2.710087527160918,-1.4590745378744219,1.633056167711515,1.533075108434391,1.260895747649892,1
1.1332070508255951,-0.40681156550288133,-0.09388152271439876,0.22148726823988996,-4.839753463054256,-3.632176366049815,0.7460793560353074,0.8614952158755322,2.175238833143405,-0.8654401177188649,2
0.700682078326854,-1.0077151842552876,-2.00975150517168,-0.4015000394579209,-4.60961387441684,0.9667103332109375,-1.6516299300134345,2.597341448911255,-1.1344412360029512,-1.9290532935199969,0
-0.707726810688417,-0.5542603309900549,-0.5155899041760383,0.5954337089162414,-2.4929250434014842,-1.9360551383735776,-1.0305217917520846,0.6438650992075892,3.462328052976373,1.8553347129170294,1
0.519090541000873,1.8485658229805852,-1.3566109548657173,-0.19960407224627652,-0.7001787354904362,-2.7495104658662988,3.0107318457394734,1.2518125465298198,1.4733963495889464,-1.4078697772254227,1
0.33317889598495254,1.572880328155529,-0.6867145136406536,-1.43408804311985,-1.462623436846187,-2.1867402688992317,0.8305642607531203,1.105628208784093,0.6911881611314276,-3.6449142856387167,2
0.9717874363574597,0.3049565696162124,-1.3147674436537926,-0.49419312724092457,-3.006092509538489,-2.01112674862385,0.39936607559892956,0.5215758477747241,-0.04480201602843879,-1.8133489514497936,2
-1.5712786804889731,-0.6958816730337141,2.738794098002871,-1.2977953392279864,4.52005333423451,2.732163913610947,-0.1728224768405795,2.053416349916251,1.7422915481381904,2.0187923146580227,0
1.700762868959144,0.22626971535072937,0.341207824316181,2.5845417801471626,-3.5862724974845444,-1.3660356969260856,1.1248921409030082,-0.49573021804189044,0.22445135613295158,0.48789243032446317,2
-2.504286008640012,0.26773220900165295,3.369003298474876,-0.4114214845987547,3.5466685667349602,-0.4218412251155522,-0.05388676376471069,-0.623750367237814,2.915087499992081,-1.0947245688716176,3
1.5318380901067767,0.9100088705410495,-2.6893888089310742,-0.6215607881063405,1.6670004101914533,2.232979058030205,-1.51630794613486,-1.4423550983379816,-3.422329205838201,3.160883787621575,3
-0.10542205072817201,0.14762452099021983,-0.48800353657390194,1.588782497004685,-3.582325687436255,1.9804630360816136,-4.018699403365981,0.7617741006576602,0.6237444004444203,0.6061590876092355,0
-0.9532358571955244,-1.2748130996397142,1.4127244344758183,-0.6259003747909666,-0.4816250336104667,-3.916378328996339,2.270380721438831,0.7034104748161191,3.983882587669772,0.16766457461530604,3
-1.7439706162863513,2.404704303269501,1.5053082987919821,-1.558855680937854,5.617233467706042,1.327827121260659,-2.2177222879842113,-2.5482950496904455,-0.14714663694995553,-1.0238727711388331,3
-0.3779200210207636,2.3014445878036147,-2.2346045454809484,-1.3594271707104402,3.0522075792394627,-1.9283509580741707,1.6923070160901639,-2.1011049918686533,-1.2178649210882557,-1.937284217369092,1
-1.3104448624550389,-0.8094411311205928,0.1358625864704378,-0.8921883793021015,2.0013495082260704,-1.0210856903744776,0.8464680484232139,1.2636933464775697,3.3590961057067483,3.2538713845578746,3
-1.891446686194395,-0.19430451235786372,1.1524253814632166,-0.1406144338593882,1.6273414871811762,-1.30712832342496,1.2544257413035569,-0.16898110172520986,1.7872379339303415,-1.8137371897605257,2
-2.3726964594781386,3.0255243085848362,-0.7183090723843342,0.7930623744980569,-0.6191804070961279,-2.0723420428408033,-0.09902657192724451,2.1458133448413754,5.757327544963265,-1.315765509795727,2
-0.23543423719735157,1.0614640367509978,-1.4949920107935903,0.9709006547285849,-2.0410698174735633,-3.725256851315995,0.6980965471620848,0.7646537972892105,5.170201172539341,3.575436438217136,1
0.8593750235474691,-1.4841279450064897,2.2804318219316615,-2.3723625683378455,3.4937839487078213,1.5052625861691205,0.7656175550932931,0.8226589214107339,-0.7746616780987186,2.6704556941211584,0
-3.259623507554021,2.7399364435746816,1.7869714412888427,-1.0121636605416715,7.846624713105801,-1.7598109085186908,3.3784252852830514,1.0407220174197098,6.223939858737567,2.2310326108338545,3
2.949185581715912,-3.1689381255100995,1.1640588754564796,1.723856168034855,-5.542205620455912,-2.483433000156027,3.071853117926498,-0.5017115745714178,-2.103257840091638,-0.9233570688809764,2
